-1.6212997,-1.3706139,0.33032152,0.97348726,-1.0058823,1.2858771,2.0168633,1.1670368,-0.17936164,1.0186926,-0.78862077,-1.2291437,-0.5643294,0.029171053,1.0745866,-1.4281974,0.5748949,-0.30520076,2.393502,-1.135666
0.23592569,-0.86440027,-0.3016626,0.674547,0.073693454,1.6357123,-0.6679888,0.25298336,0.7966609,0.24255382,-0.2912147,0.19926473,-1.2599034,-1.8465297,-0.7642528,1.8730599,-1.9244612,1.2966338,-2.2630637,-0.78604066
0.57138455,0.053955812,1.136764,-0.23115523,-0.3114445,0.2900925,0.8601609,-0.16326667,-0.36860764,-0.8272048,-0.17379814,-1.1274902,0.85097027,-1.0145179,-0.7750951,-0.45406917,-1.7814918,-1.260377,-0.47885853,-1.471369
-0.14122169,0.736859,-1.5078847,-0.9670333,0.8099358,-1.3444635,0.8577792,0.32077742,-1.0008869,-0.92045444,-1.4489789,0.85921645,-0.7236347,-1.3317305,-1.3804445,1.0138247,-0.38891292,0.22022898,-1.0238259,1.3917115
-1.4780056,-0.75657314,0.40534487,0.26247665,-1.633832,0.36146224,0.56906766,0.49963295,-0.82490534,-1.4464207,-0.3277222,-0.33164003,-0.13849428,0.22745915,-1.545121,-1.1083516,0.9507956,0.29375482,-1.4293957,-0.6470148
-2.102532,-1.128352,0.2215563,-0.17331055,-2.4782474,-0.86371166,-0.7390634,0.35727474,-2.4700153,-0.9028038,-0.7794427,-0.20368734,-0.7956591,-2.2803087,-0.65762675,0.5290888,-2.1328888,0.20268317,-0.91706306,-0.9888399
1.1977074,0.5811231,-2.027074,-0.012931993,1.8260887,-1.4473084,0.5135439,0.7680718,0.40442324,-0.54687244,-1.8865592,1.2754492,1.1189067,0.14962432,-0.33638865,-0.53794104,-0.32377103,0.26732057,1.6028417,-0.99343
1.0632666,-0.5023371,-0.35664654,1.3503245,-0.50231767,0.39353743,-0.58121175,-0.65174687,-2.1246436,-2.0127497,-2.2164936,-1.1591425,0.3708909,0.54856956,-1.8008159,0.09166921,-0.88805014,-0.104638085,0.43733758,0.8995391
-0.34329563,-0.06534334,0.009913761,-2.3178127,2.1575525,0.29812276,1.2737368,-0.5531685,-0.093040116,2.020888,-0.34627175,-0.880734,-0.7686988,0.53268343,-0.9379357,-0.5092924,-0.8831963,0.6380415,0.29955405,-1.8164371
-0.34812504,-0.82323664,-0.9577906,0.9912635,0.13555849,-2.626349,-0.25527114,0.8268981,0.85429096,-0.28775927,-0.03346338,-0.6412213,-0.37529895,-0.92018753,-1.5867124,-1.476216,-0.89103293,-1.1320931,1.7939554,0.36697352
